"","ID_ENTIDAD","ID_MUNICIPIO","ID_HORA","ID_MINUTO","ID_DIA","DIASEMANA","TIPACCID","AUTOMOVIL","CAMPASAJ","PASCAMION","CAMIONETA","CAMION","TRACTOR","MOTOCICLET","CAUSAACCI","SEXO","ALIENTO","CINTURON","ID_EDAD","CLASACC","REGION","OTROSV"
"220","01","001","20","30","19",6,9,1,1,0,0,0,0,0,2,2,4,3,32,0,0,0
"221","01","001","20","30","19",6,7,1,0,0,0,0,0,0,2,3,2,2,20,0,0,0
"222","01","001","20","35","19",6,9,1,0,0,1,0,0,0,2,4,3,3,0,0,0,0
"223","01","001","20","50","19",6,9,1,0,0,0,0,1,0,2,2,3,3,28,0,1,0
"224","01","001","21","00","19",6,7,1,0,0,0,0,0,0,2,2,2,2,23,0,0,0
"225","01","001","22","10","19",6,9,2,1,0,0,0,0,0,2,2,2,3,99,0,0,0
"226","01","001","22","30","19",6,9,2,0,0,0,0,0,0,2,2,4,3,27,0,0,0
"227","01","001","23","20","19",6,7,0,0,0,0,0,1,0,4,4,3,3,0,0,0,0
"228","01","001","23","30","19",6,6,0,1,0,0,0,0,1,2,2,4,3,34,0,0,0
"229","01","001","00","15","20",1,9,2,0,0,0,0,0,0,2,4,3,3,0,0,0,0
"230","01","001","00","15","20",1,6,1,0,0,0,0,0,1,2,2,2,3,22,0,0,0
"231","01","001","01","20","20",1,9,3,0,0,0,0,0,0,2,2,2,3,54,0,0,0
"232","01","001","01","45","20",1,9,1,0,0,1,0,0,0,2,2,4,3,33,0,0,0
"233","01","001","02","00","20",1,9,1,1,0,0,0,0,0,2,2,4,3,35,0,0,0
"234","01","001","02","05","20",1,9,1,0,0,1,0,0,0,2,2,4,3,31,0,0,0
"235","01","001","02","40","20",1,9,2,0,0,0,0,0,0,2,4,3,3,0,0,0,0
"236","01","001","04","05","20",1,7,1,0,0,0,0,0,0,2,2,4,3,27,0,0,0
"237","01","001","07","30","20",1,9,2,0,0,0,0,0,0,2,2,2,2,45,0,0,0
"238","01","001","08","50","20",1,8,1,0,0,0,0,0,0,2,2,2,3,29,0,0,0
"239","01","001","18","55","20",1,7,0,0,0,1,0,0,0,2,2,4,3,42,0,0,0
"240","01","001","21","10","20",1,13,1,0,0,0,0,0,0,2,2,3,3,34,0,1,0
